400.20
January 25, 2023
January 26, 2023
January 27, 2023
January 30, 2023
January 31, 2023
February 1, 2023
February 2, 2023
February 3, 2023
February 10, 2023
February 17, 2023
February 24, 2023
March 3, 2023
March 17, 2023
March 31, 2023
April 21, 2023
May 19, 2023
June 16, 2023
June 30, 2023
July 21, 2023
September 15, 2023
September 29, 2023
December 15, 2023
December 29, 2023
January 19, 2024
June 21, 2024
December 20, 2024
January 17, 2025
March 21, 2025
December 19, 2025
In The Money
Show:ListStraddle
CallsforDecember 15, 2023
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY231215P00310000 2023-01-23 3:16PM EST 310.00 6.26 5.24 6.58 0.00 - 148 5,811 25.95%
SPY231215P00315000 2023-01-23 1:35PM EST 315.00 6.50 5.74 7.09 0.00 - 721 3,695 25.43%
SPY231215P00320000 2023-01-24 3:40PM EST 320.00 7.12 6.90 7.20 -0.36 -4.81% 42 17,924 24.39%
SPY231215P00325000 2023-01-24 1:04PM EST 325.00 7.83 6.85 8.26 -0.16 -2.00% 110 7,561 24.42%
SPY231215P00330000 2023-01-24 3:57PM EST 330.00 8.30 7.90 8.92 -0.44 -5.03% 40 6,329 23.93%
SPY231215P00335000 2023-01-24 11:32AM EST 335.00 9.23 8.16 9.63 -0.21 -2.22% 216 4,466 23.45%
SPY231215P00340000 2023-01-24 4:01PM EST 340.00 10.02 9.50 10.41 -0.21 -2.05% 170 14,005 22.97%
SPY231215P00345000 2023-01-23 3:12PM EST 345.00 11.09 9.69 11.24 0.00 - 109 2,794 22.50%
SPY231215P00350000 2023-01-24 3:56PM EST 350.00 11.80 10.95 12.14 -0.12 -1.01% 1,058 26,792 22.02%
SPY231215P00355000 2023-01-24 3:14PM EST 355.00 12.33 11.46 13.11 -0.71 -5.44% 220 3,670 21.55%
SPY231215P00360000 2023-01-24 3:11PM EST 360.00 13.55 12.44 14.14 -0.41 -2.94% 3,314 7,897 21.07%
SPY231215P00365000 2023-01-23 3:43PM EST 365.00 15.38 13.50 15.15 0.00 - 129 5,634 20.51%
SPY231215P00370000 2023-01-24 2:05PM EST 370.00 15.90 15.30 16.33 -0.49 -2.99% 6 6,692 20.02%
SPY231215P00375000 2023-01-24 12:43PM EST 375.00 17.33 15.82 17.58 -0.37 -2.09% 19 16,624 19.52%
SPY231215P00380000 2023-01-24 2:05PM EST 380.00 18.60 17.10 18.92 -0.36 -1.90% 79 12,236 19.01%
SPY231215P00385000 2023-01-24 3:10PM EST 385.00 19.50 18.46 20.35 -1.22 -5.89% 43 6,900 18.49%
SPY231215P00390000 2023-01-24 1:30PM EST 390.00 21.33 20.00 21.87 -0.65 -2.96% 17 12,205 17.96%
SPY231215P00395000 2023-01-24 3:24PM EST 395.00 22.83 21.47 23.49 -0.30 -1.30% 15 13,782 17.41%
SPY231215P00400000 2023-01-24 3:48PM EST 400.00 25.11 23.50 25.22 +0.16 +0.64% 3,980 26,837 16.84%
SPY231215P00405000 2023-01-24 3:43PM EST 405.00 27.00 24.91 27.08 -0.11 -0.41% 4 10,351 16.27%
SPY231215P00410000 2023-01-24 2:02PM EST 410.00 28.68 26.83 29.06 -0.17 -0.59% 25 28,464 15.66%
SPY231215P00415000 2023-01-23 1:47PM EST 415.00 30.05 28.89 31.34 0.00 - 4 6,196 15.15%
SPY231215P00420000 2023-01-24 3:47PM EST 420.00 33.57 31.12 33.65 +0.07 +0.21% 3 5,252 14.52%
SPY231215P00425000 2023-01-24 2:39PM EST 425.00 35.15 33.54 36.16 -1.60 -4.35% 3 2,560 13.89%
SPY231215P00430000 2023-01-24 3:48PM EST 430.00 38.62 36.18 38.88 +0.58 +1.52% 36 3,418 13.25%
SPY231215P00435000 2023-01-23 1:27PM EST 435.00 40.15 39.05 41.84 0.00 - 2 2,478 12.60%
SPY231215P00440000 2023-01-24 3:59PM EST 440.00 44.00 42.16 45.06 -0.92 -2.05% 138 4,446 11.96%
SPY231215P00445000 2023-01-23 10:57AM EST 445.00 48.24 45.55 48.56 0.00 - 5 3,565 11.31%
SPY231215P00450000 2023-01-24 3:48PM EST 450.00 51.95 49.22 52.36 +0.59 +1.15% 21 11,702 10.70%
SPY231215P00455000 2023-01-23 3:43PM EST 455.00 55.80 53.17 56.36 0.00 - 15 3,450 9.98%
SPY231215P00460000 2023-01-23 2:37PM EST 460.00 60.15 57.41 60.77 0.00 - 37 441 9.53%
SPY231215P00465000 2023-01-19 4:09PM EST 465.00 76.27 62.07 65.57 0.00 - 198 140 9.64%
SPY231215P00470000 2023-01-20 3:45PM EST 470.00 76.20 67.08 70.34 0.00 - 1 833 9.55%
SPY231215P00475000 2023-01-19 4:09PM EST 475.00 86.27 72.07 75.96 0.00 - 67 49 11.60%
SPY231215P00480000 2023-01-24 3:32PM EST 480.00 79.75 77.07 80.65 -2.20 -2.68% 2 36 11.42%
SPY231215P00485000 2023-01-12 9:48AM EST 485.00 91.70 82.07 85.97 0.00 - 2 3 12.69%
SPY231215P00490000 2022-11-01 9:30AM EST 490.00 104.13 80.48 84.86 0.00 - 2 5 0.00%
SPY231215P00495000 2022-12-13 11:08AM EST 495.00 92.22 95.50 100.50 0.00 - 4 13 20.32%
SPY231215P00500000 2023-01-20 3:23PM EST 500.00 104.96 97.05 100.98 0.00 - 10 56 14.25%
SPY231215P00505000 2022-11-01 9:31AM EST 505.00 118.74 94.83 99.18 0.00 - 1 4 0.00%
SPY231215P00510000 2023-01-18 1:02PM EST 510.00 116.62 107.05 110.99 0.00 - 25 9 15.25%
SPY231215P00515000 2022-10-26 9:30AM EST 515.00 130.39 112.34 114.48 0.00 - 10 0 0.00%
SPY231215P00520000 2022-11-30 3:33PM EST 520.00 117.43 135.53 138.40 0.00 - 1 1 35.36%
SPY231215P00525000 2023-01-18 1:02PM EST 525.00 131.63 122.03 125.36 0.00 - 25 13 14.70%
SPY231215P00530000 2022-10-31 11:48AM EST 530.00 144.02 130.12 135.50 0.00 - 2 5 24.47%
SPY231215P00535000 2022-10-20 8:37AM EST 535.00 167.78 138.14 140.86 0.00 - 2 0 25.46%
SPY231215P00540000 2022-10-31 2:22PM EST 540.00 153.67 130.50 135.43 0.00 - 2 1 0.00%
SPY231215P00545000 2022-06-22 3:08PM EST 545.00 170.23 148.06 152.23 0.00 - 84 0 28.16%
SPY231215P00550000 2022-12-20 10:37AM EST 550.00 168.00 159.62 160.85 0.00 - 1 2 32.51%
SPY231215P00555000 2022-08-12 11:55AM EST 555.00 131.39 148.82 151.34 0.00 - 2 1 0.00%
SPY231215P00560000 2022-10-24 1:00PM EST 560.00 182.78 156.81 159.03 0.00 - 3 0 0.00%
SPY231215P00565000 2022-06-29 11:46AM EST 565.00 185.15 151.08 155.22 0.00 - 2 0 0.00%
SPY231215P00570000 2023-01-17 1:01PM EST 570.00 171.79 167.00 170.33 0.00 - 2 0 18.15%
SPY231215P00575000 2022-09-08 12:41PM EST 575.00 176.63 211.72 213.07 0.00 - 2 0 56.91%
SPY231215P00580000 2022-06-27 10:57AM EST 580.00 189.18 177.63 181.89 0.00 - 1 0 23.65%
SPY231215P00585000 2022-06-23 8:41AM EST 585.00 208.42 188.06 192.23 0.00 - - 0 32.31%
SPY231215P00590000 2022-11-29 11:26AM EST 590.00 196.58 205.20 208.10 0.00 - 1 1 43.65%
