400.20
January 25, 2023
January 26, 2023
January 27, 2023
January 30, 2023
January 31, 2023
February 1, 2023
February 2, 2023
February 3, 2023
February 10, 2023
February 17, 2023
February 24, 2023
March 3, 2023
March 17, 2023
March 31, 2023
April 21, 2023
May 19, 2023
June 16, 2023
June 30, 2023
July 21, 2023
September 15, 2023
September 29, 2023
December 15, 2023
December 29, 2023
January 19, 2024
June 21, 2024
December 20, 2024
January 17, 2025
March 21, 2025
December 19, 2025
In The Money
Show:ListStraddle
CallsforMay 19, 2023
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY230519P00390000 2023-01-24 4:07PM EST 390.00 10.90 10.95 11.11 -0.80 -6.84% 1,161 12,402 17.74%
SPY230519P00391000 2023-01-24 3:56PM EST 391.00 11.56 11.25 11.40 -0.43 -3.59% 66 640 17.59%
SPY230519P00392000 2023-01-24 4:01PM EST 392.00 11.54 11.55 11.70 -0.67 -5.49% 525 443 17.44%
SPY230519P00393000 2023-01-24 3:59PM EST 393.00 12.16 11.86 12.01 -0.40 -3.18% 128 576 17.29%
SPY230519P00394000 2023-01-24 1:06PM EST 394.00 12.90 12.17 12.33 +0.13 +1.02% 18 383 17.14%
SPY230519P00395000 2023-01-24 4:14PM EST 395.00 12.55 12.50 12.68 -0.60 -4.56% 845 1,059 17.02%
SPY230519P00396000 2023-01-24 2:06PM EST 396.00 13.26 12.83 12.99 -0.25 -1.85% 60 715 16.83%
SPY230519P00397000 2023-01-24 4:03PM EST 397.00 13.11 13.17 13.33 -0.72 -5.21% 53 455 16.68%
SPY230519P00398000 2023-01-24 4:05PM EST 398.00 13.61 13.52 13.68 -0.65 -4.56% 447 637 16.52%
SPY230519P00399000 2023-01-24 4:00PM EST 399.00 13.86 13.87 14.06 -0.76 -5.20% 162 854 16.39%
SPY230519P00400000 2023-01-24 4:14PM EST 400.00 14.31 14.24 14.41 -0.76 -5.04% 30,899 1,615 16.21%
SPY230519P00405000 2023-01-24 4:01PM EST 405.00 16.09 16.23 16.40 -0.80 -4.74% 174 1,612 15.40%
SPY230519P00410000 2023-01-24 4:01PM EST 410.00 18.72 18.47 18.65 -0.55 -2.85% 714 1,309 14.54%
SPY230519P00415000 2023-01-24 4:01PM EST 415.00 20.80 20.46 21.79 -0.89 -4.10% 5 46 14.35%
SPY230519P00420000 2023-01-24 2:33PM EST 420.00 24.12 23.30 24.76 -0.40 -1.63% 88 156 13.56%
SPY230519P00425000 2023-01-24 3:40PM EST 425.00 28.17 26.49 28.09 +0.57 +2.07% 11 62 12.75%
SPY230519P00430000 2023-01-24 4:04PM EST 430.00 30.47 30.03 31.79 +0.47 +1.57% 3 51 11.91%
SPY230519P00435000 2023-01-23 10:17AM EST 435.00 36.85 33.93 35.86 0.00 - 8 43 11.05%
SPY230519P00440000 2023-01-23 10:29AM EST 440.00 41.62 38.17 40.29 0.00 - 1 1 10.26%
SPY230519P00445000 2023-01-20 2:56PM EST 445.00 51.11 42.82 45.21 0.00 - 1 2 10.85%
SPY230519P00450000 2023-01-24 9:49AM EST 450.00 50.40 47.83 50.21 +2.13 +4.41% 2 23 11.76%
SPY230519P00455000 2023-01-19 10:36AM EST 455.00 66.47 52.83 55.21 0.00 - - 0 12.65%
SPY230519P00460000 2023-01-19 10:02AM EST 460.00 70.80 57.83 60.21 0.00 - 4 0 13.51%
SPY230519P00475000 2023-01-23 10:50AM EST 475.00 75.00 72.82 75.21 0.00 - 1 0 16.00%
