400.20
January 25, 2023
January 26, 2023
January 27, 2023
January 30, 2023
January 31, 2023
February 1, 2023
February 2, 2023
February 3, 2023
February 10, 2023
February 17, 2023
February 24, 2023
March 3, 2023
March 17, 2023
March 31, 2023
April 21, 2023
May 19, 2023
June 16, 2023
June 30, 2023
July 21, 2023
September 15, 2023
September 29, 2023
December 15, 2023
December 29, 2023
January 19, 2024
June 21, 2024
December 20, 2024
January 17, 2025
March 21, 2025
December 19, 2025
In The Money
Show:ListStraddle
CallsforApril 21, 2023
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY230421P00389000 2023-01-24 2:42PM EST 389.00 8.90 8.77 8.90 -1.03 -10.37% 414 66 17.95%
SPY230421P00390000 2023-01-24 4:14PM EST 390.00 9.08 9.05 9.18 -0.69 -7.06% 4,962 26,489 17.79%
SPY230421P00391000 2023-01-24 3:59PM EST 391.00 9.60 9.33 9.46 -0.63 -6.16% 77 296 17.62%
SPY230421P00392000 2023-01-24 4:01PM EST 392.00 9.55 9.63 9.76 -0.80 -7.73% 214 215 17.46%
SPY230421P00393000 2023-01-24 4:09PM EST 393.00 9.84 9.93 10.06 -0.65 -6.20% 151 2,602 17.30%
SPY230421P00394000 2023-01-24 3:59PM EST 394.00 10.51 10.24 10.37 -0.43 -3.93% 159 165 17.13%
SPY230421P00395000 2023-01-24 4:14PM EST 395.00 10.67 10.56 10.69 -0.62 -5.49% 1,297 14,215 16.96%
SPY230421P00396000 2023-01-24 4:01PM EST 396.00 10.97 10.89 11.02 -0.82 -6.96% 261 2,201 16.79%
SPY230421P00397000 2023-01-24 4:08PM EST 397.00 11.13 11.23 11.36 -1.22 -9.88% 175 52 16.62%
SPY230421P00398000 2023-01-24 4:12PM EST 398.00 11.53 11.58 11.71 -0.77 -6.26% 199 286 16.45%
SPY230421P00399000 2023-01-24 4:12PM EST 399.00 11.91 11.94 12.08 -0.62 -4.95% 300 199 16.29%
SPY230421P00400000 2023-01-24 4:10PM EST 400.00 12.15 12.30 12.45 -0.92 -7.04% 2,529 18,218 16.11%
SPY230421P00401000 2023-01-24 4:05PM EST 401.00 12.77 12.69 12.83 -0.58 -4.34% 688 220 15.94%
SPY230421P00402000 2023-01-24 4:10PM EST 402.00 12.89 13.08 13.23 -1.03 -7.40% 117 134 15.77%
SPY230421P00403000 2023-01-24 3:59PM EST 403.00 13.85 13.50 13.64 -0.82 -5.59% 138 47 15.59%
SPY230421P00405000 2023-01-24 4:01PM EST 405.00 14.20 14.35 14.50 -0.77 -5.14% 367 10,077 15.25%
SPY230421P00406000 2023-01-24 3:37PM EST 406.00 15.51 14.81 14.95 +0.01 +0.06% 25 3 15.07%
SPY230421P00409000 2023-01-24 3:42PM EST 409.00 17.23 16.24 16.39 +0.39 +2.32% 91 6 14.55%
