400.20
January 25, 2023
January 26, 2023
January 27, 2023
January 30, 2023
January 31, 2023
February 1, 2023
February 2, 2023
February 3, 2023
February 10, 2023
February 17, 2023
February 24, 2023
March 3, 2023
March 17, 2023
March 31, 2023
April 21, 2023
May 19, 2023
June 16, 2023
June 30, 2023
July 21, 2023
September 15, 2023
September 29, 2023
December 15, 2023
December 29, 2023
January 19, 2024
June 21, 2024
December 20, 2024
January 17, 2025
March 21, 2025
December 19, 2025
In The Money
Show:ListStraddle
CallsforFebruary 3, 2023
Contract Name Last Trade Date Strike
Last Price Bid Ask Change % Change Volume Open Interest Implied Volatility
SPY230203P00361000 2023-01-24 4:06PM EST 361.00 0.15 0.13 0.15 -0.02 -11.76% 64 1,303 30.66%
SPY230203P00362000 2023-01-24 12:53PM EST 362.00 0.16 0.14 0.15 0.00 - 127 837 29.93%
SPY230203P00363000 2023-01-24 11:00AM EST 363.00 0.17 0.15 0.16 -0.02 -10.53% 36 1,119 29.54%
SPY230203P00364000 2023-01-24 3:58PM EST 364.00 0.18 0.16 0.17 -0.02 -10.00% 57 914 29.10%
SPY230203P00365000 2023-01-24 4:03PM EST 365.00 0.18 0.17 0.18 -0.02 -10.00% 245 9,469 28.66%
SPY230203P00366000 2023-01-24 4:11PM EST 366.00 0.18 0.18 0.20 -0.05 -21.74% 30 778 28.42%
SPY230203P00367000 2023-01-24 2:58PM EST 367.00 0.23 0.20 0.21 -0.02 -8.00% 13 1,037 27.93%
SPY230203P00368000 2023-01-24 4:00PM EST 368.00 0.26 0.21 0.23 0.00 - 275 1,798 27.64%
SPY230203P00369000 2023-01-24 3:53PM EST 369.00 0.25 0.23 0.24 -0.02 -7.41% 116 3,444 27.10%
SPY230203P00370000 2023-01-24 4:05PM EST 370.00 0.26 0.25 0.26 -0.05 -16.13% 524 18,207 26.73%
SPY230203P00371000 2023-01-24 4:01PM EST 371.00 0.26 0.27 0.29 -0.08 -23.53% 242 2,004 26.51%
SPY230203P00372000 2023-01-24 3:23PM EST 372.00 0.32 0.30 0.31 -0.04 -11.11% 79 1,847 26.07%
SPY230203P00373000 2023-01-24 4:01PM EST 373.00 0.32 0.33 0.34 -0.06 -15.79% 278 4,760 25.78%
SPY230203P00374000 2023-01-24 3:44PM EST 374.00 0.44 0.36 0.37 -0.01 -2.22% 155 38,731 25.42%
SPY230203P00375000 2023-01-24 4:11PM EST 375.00 0.39 0.39 0.41 -0.10 -20.41% 1,359 9,874 25.15%
SPY230203P00376000 2023-01-24 4:05PM EST 376.00 0.45 0.43 0.45 -0.08 -15.09% 162 4,199 24.85%
SPY230203P00377000 2023-01-24 4:04PM EST 377.00 0.47 0.48 0.49 -0.14 -22.95% 227 3,357 24.49%
SPY230203P00377500 2023-01-24 4:03PM EST 377.50 0.50 0.50 0.52 -0.15 -23.08% 340 1,281 24.40%
SPY230203P00378000 2023-01-24 4:12PM EST 378.00 0.53 0.53 0.54 -0.12 -18.46% 630 2,152 24.20%
SPY230203P00379000 2023-01-24 4:03PM EST 379.00 0.58 0.58 0.60 -0.11 -15.94% 1,969 2,392 23.95%
SPY230203P00380000 2023-01-24 4:14PM EST 380.00 0.65 0.65 0.66 -0.14 -17.72% 9,006 27,797 23.63%
SPY230203P00381000 2023-01-24 4:08PM EST 381.00 0.70 0.72 0.74 -0.18 -20.45% 1,295 7,634 23.45%
SPY230203P00382000 2023-01-24 4:09PM EST 382.00 0.77 0.80 0.82 -0.19 -19.79% 1,394 39,146 23.19%
SPY230203P00382500 2023-01-24 4:14PM EST 382.50 0.86 0.84 0.86 -0.18 -17.31% 722 2,298 23.04%
SPY230203P00383000 2023-01-24 4:03PM EST 383.00 0.88 0.89 0.91 -0.16 -15.38% 1,220 2,868 22.94%
SPY230203P00384000 2023-01-24 4:03PM EST 384.00 0.97 0.98 1.00 -0.20 -17.09% 1,246 5,810 22.62%
